shoot,[Fu:t],"n.射击, 发射, 摄影, 急流//vt.射击, 投射, 伸出, 拍摄, 用完, 挥出, 给...注射, 使爆炸//vi.射出, 射击, 发出, 发芽, 射门, 拍电影"
shooting,[5Fu:tiN],"n.射击, 发射, 狩猎场"
shop,[FCp],"n.商店, 店铺//vi.买东西, 购货"
shop assistant,[],n.店员
shopping,[5FCpiN],"n.买东西, 购物"
shore,[FC:; FCE],"n.岸, 海滨, 支撑柱//vt.支撑, 支持"
short,[FC:t],"n.简略, 短路, 短裤//adj.短的, 矮的, 不足的, 不够的, (智力等)弱的, 浅薄的, 松脆的, 简短//adv.突然, 缺乏, 不足"
short-wave,[],*短波
should,[Fud; FEd; Fd],"v.aux.应该, 将要"
shoulder,[5FEuldE],"n.肩, 肩部, 侧翼//vt.肩负, 承当"
shout,[Faut],"v.呼喊, 呼叫//n.呼喊, 呼叫"
shout at,[],对…大声叫嚷
show,[FEu],"n.表示, 展览, 炫耀, 外观, 假装//v.出示, 指示, 引导, 说明, 显示, 展出, 放映"
show off,[],"v.炫耀, 卖弄, 使显眼"
show somebody around,[],*领着某人参观
show...out,[],*领…出去
shower,[5FauE],"n.阵雨, 淋浴, (一)阵, (一)大批//vt.大量地给与"
shut,[FQt],"v.关上, 闭上, 关闭"
shut up,[],"v.关闭, 关上...的全部门窗, 监禁, 住口, 保藏"
shy,[Fai],"adj.怕羞的, 畏缩的, 害羞的"
sick,[sik],"n.病人//adj.不舒服, 有病的, 恶心的, 厌恶的, 渴望的, 病态的//vt.呕吐, 追击, 使狗去咬"
sickness,[5siknis],"n.疾病, 呕吐"
side,[said],"n.边, 旁边, 面, 侧面, 胁, 一方, (一个)方面, 摆架子//adj.旁边的, 侧面的, 副的, 枝节的//vi.站在同一边"
side by side,[],"adv.并排, 并肩"
sideway,[`saidwei],"n.小路, 小巷,人行道"
sigh,[sai],"n.叹息, 叹息声//vi.叹息, 叹气"
sight,[sait],"n.视力, 视觉, 见, 瞥见, 视域, 眼界"
sign,[sain],"n.标记, 符号, 记号, 征兆, 迹象, 征候//v.签名(于), 署名(于)～, 签署"
signal,[5signl],"n.信号//adj.信号的//v.发信号, 用信号通知"
signature,[5signitFE],"n.签名, 署名, 信号"
silence,[5sailEns],"n.静, 寂静, 沉默, 静默//vt.使沉默, 使安静//v.压制"
silent,[5sailEnt],"adj.寂静的, 沉默的, 无声的, 无记载的"
silk,[silk],n.丝绸
silly,[5sili],"adj.愚蠢的, 无聊的, 失去知觉的, 无助的"
silver,[5silvE],"n.银, 银子//vt.镀银"
similar,[5similE],"adj.相似的, 类似的"
simple,[5simpl],"adj.简单的, 简易的, 朴素的, 简朴的, 天真的, 率直的, 无经验的, 易受骗的"
simple-minded,[],adj.愚蠢的，头脑简单的
simply,[5simpli],"adv.简单地, 完全, 简直, 仅仅, 只不过, 朴素地, 只是"
since,[sins],"adv.以后, 后来, 以前//prep.自从, 自...以来//conj.自...以后, 自...以来, 因为, 既然"
sincerely,[sin5siEli],adv.真诚地
sing,[siN],"v.唱, 演唱"
single,[5siNgl],"adj.单一的, 单身的, 单纯的, 孤独的, 专一的, 个别的//n.一个, 单打, 单精度型//vt.选出//vi.[棒]作一垒打"
sink,[siNk],"vi.沉下, (使)下沉//n.水槽, 水池//接收器"
sir,[sE:; sE],"n.先生, 阁下"
sister,[5sistE],"n.姐妹, 姐, 女会员, 修女, 妹//vt.姐妹般对待"
sit,[sit],"v.(使)就座, (使)坐"
situation,[7sitju5eiFEn],"n.情形, 境遇, (建筑物等的)位置"
six,[siks],"num.六, 六个"
size,[saiz],"n.大小, 尺寸, (衣服等)尺码//vt.依大小排列"
skate,[skeit; skit],"n.冰鞋, 溜冰, 老马, 可鄙的人//vi.滑冰, 滑过"
skating\swimming,[],(去) 滑冰\游泳
skill,[skil],"n.技能, ,技巧, 熟练, 巧妙"
skilled,[skild],adj.熟练的
skin,[skin],"n.皮, 皮肤, 兽皮, 皮毛, 外皮, 外壳//v.长皮"
skirt,[skE:t],n.裙子//v.环绕
sky,[skai],"n.天, 天空"
skyscraper,[5skaiskreipE(r)烟囱],"n.摩天楼, 高丛的烟囱"
slave,[sleiv],n.奴隶//v.辛勤努力
slavery,[5sleivEri],"n.奴隶身分, 奴隶制度, 苦役, 束缚"
sleep,[sli:p],"vi.睡, 睡觉//n.睡眠"
slightly,[5slaitli],"adv.些微地, 苗条地"
slow,[slEu],"adj.慢的, 迟钝的, 不活跃的, 缓慢的//v.(～ down)(使)慢下来, (使)减速, 减缓//adv.缓慢"
small,[smC:l],"adj.小的, 少的"
smart,[smB:t],"n.刺痛, 痛苦//adj.巧妙的, 聪明的, 漂亮的, 潇洒的, 刺痛的, 剧烈的, 厉害的, 敏捷的//vi.刺痛, 懊恼//轻快地, 严厉地, 灵巧地, 精确的, 时髦地, 大大的"
smell,[smel],"n.气味, 臭味, 嗅觉//v.嗅, 闻到, 散发(...的)气味, 有(...的)气味"
smelly,[5smeli],"adj.发臭的, 有臭味的"
smile,[smail],vi.(～ at) 微笑//n.微笑
smoke,[smEuk],"n.烟, 烟尘, 烟幕//v.抽烟, 吸烟//vi.冒烟"
smoker,[5smEukE],熏制(肉类)者
smooth,[smu:T],"adj.平滑的, 平坦的, 平稳的, 无毛的, 流畅的, 圆滑的, 安祥的//vt.使光滑, 烫平, 使优雅, 消除//vi.变平滑, 变平静//n.一块平地, 平滑部分"
snake,[sneik],n.蛇//v.迂回前进
snow,[snEu],n.雪//vi.下雪
so,[sEu; sE],"conj.因而, 所以, 那么, 这样看来//adv.[表示程度] 如此, 那么, 非常, 很, [表示方式] 这样, 那样, 如此, 因此//[域] Somalia , 索马里"
so as to,[],"adv.使得, 以致//如此...以致于"
so far,[],adv.迄今为止
so long as,[],adv.只要
so that,[],"conj.所以//所以, 因要"
so...that,[],如此…以致
so\as far as,[],(表示程度、范围)就…；尽…
soap,[sEup],n.肥皂
social,[5sEuFEl],"adj.社会的, 爱交际的, 社交的, 群居的"
socialism,[5sEuFElizEm],"n.社会主义, 社会主义运动"
socialist,[5sEuFElist],"n.社会主义者, 社会党党员"
society,[sE5saiEti],"n.社会, ...会, ...社, 友伴, 交际, 社交界, 上流社会"
sock,[sCk],"n.短袜, 鞋内衬底, 轻软鞋, 一击, 零食//vt.给...穿袜, 重击, 猛投, 请...吃零食//vi.爱吃零食//adj.非常成功的//adv.正着地, 不偏不倚地"
soft,[sCft],"adj.软的, 柔软的, 温和的, 温柔的, 不含酒精的//n.软件"
soft drink,[],n.不含酒精的饮料
soil,[sCil],"n.土壤, 土地, 国土, 国家, 温床, 粪便, 务农//vt.弄脏, 污辱//vi.变脏"
soldier,[5sEuldVE],"n.士兵, 军人"
solid,[5sClid],"n.固体, 立体//adj.固体的, 实心的, 坚固的, 结实的, 立体的, 可靠的, 一致的, 纯粹的"
solve,[sClv],"vt.解决, 解答"
some,[sQm; sEm; sm],"adj.一些, 少许, 若干, 有些, 大约, 相当的//pron.一些, 若干, 有些, 某些"
somebody\someone,[],pron.有人；某人
something,[5sQmWiN],"pron.某事, 某物//adj.有点象, 大约"
sometimes,[5sQmtaimz],"adv.不时, 有时"
somewhere,[5sQm(h)wZE],"adv.某处, 在某处"
son,[sQn],"n.儿子, 女婿, (长者对年轻男子的称呼)孩子"
song,[sCN],"n.歌, 歌曲"
soon,[su:n],"adv.立刻, 不久, 快, 早, 宁愿"
sooner or later,[],adv.迟早
sorry,[5sCri],"adj.遗憾的, 对不起的, 可怜的, 抱歉的"
sort,[sC:t],"n.种类, 类别//v.分类, 拣选"
soul,[sEul],"n.灵魂, 心灵, 精神, 精力"
sound,[saund],"n.声音, 语音, 噪音, 吵闹, 海峡, 听力范围, 探条//adj.健全的, 可靠的, 合理的, 有效彻底的, 健康的//adv.彻底地, 充分地//vi.发出声音, 回响, 测深, 听起来//vt.使发声, 宣告, 听诊, 测...深, 试探"
sound lab,[],*语言实验室
soup,[su:p],n.汤
south,[sauW],"n.南部, 南//adj.南的, 南方的//adv.在南方, 向南方"
southern,[5sQTEn],"adj.南的, 南方的"
sow,[sau],"n.大母猪//vt.播种, 散布, 使密布//vi.播种"
space,[speis],"n.空间, 间隔, 距离, 空地, 余地, 一段时间//vt.留间隔, 隔开"
spare,[spZE],"adj.多余的, 剩下的, 高而瘦的人的, 少量的, 贫乏的, 备用的//v.节约, 节省, 不伤害, 宽恕, 分让, 提供给某人"
spare time,[],n. 消遣时间
speak,[spi:k],"v.说话, 谈话, 说明事实, 表示意见, 发言, 演讲, 操(某种语言)节约,"
special,[5speFEl],"n.特派员, 专车, 专刊//adj.特别的, 特殊的, 专门的, 专用的"
speech,[spi:tF],"n.演说, 讲话//语音"
speed,[spi:d],"n.迅速, 速度, 速率//v.加快, 速飞, 飞跑"
speed up,[],v.加速
spell,[spel],"n.符咒, 魅力, 一段时间, 轮班//vt.拼写, 拼成, 意味着, 轮值, 招致, 迷住//vi.轮替, 拼字"
spend,[spend],"v.花费, 消耗, 用尽//vt.度过, 消磨"
spend...(in)doing sth.,[],*做…花费
spend...on,[],*在…花费(钱)
sperm whale,[],n.抹香鲸
spirit,[5spirit],"n.精神, 灵魂, 幽灵, 妖精, 勇气, 火力, 热情, 情绪//vt.诱拐, 鼓励, 鼓舞"
spiritual,[5spiritjuEl],adj.精神上的
splendid,[5splendid],"adj.壮丽的, 辉煌的, 极好的"
split,[split],"v.劈开, (使)裂开, 分裂, 分离//n.裂开, 裂口, 裂痕"
spoken,[5spEukEn],"adj.口头的, 口语的//vbl.speak的过去分词"
spoon,[spu:n],"n.匙, 调羹, 勺子"
sport,[spC:t],"n.运动,运动会"
spread,[spred],"n.伸展, 展开, 传播, 蔓延, 酒席, 宴会, 桌布//v.伸展, 展开, 铺, 涂, 敷, 摆, 传播, 散布"
spring,[spriN],"n.春天, 跃起, 泉, 弹簧, 发条, 弹性, 弹力, 根源//v.跳, 跃, 跃出, 使跳跃, 使爆炸, 触发"
spy,[spai],"n.特工人员, 间谍, 侦探, 探员, 秘密侦察他人行动者//v.侦察, 侦察, 发现"
square,[skwZE],"n.正方形, 广场, 平方, 直角尺//adj.正方形的, 四方的, 直角的, 正直的, 公平的, 结清的, 平方的, 彻底的//adv.成直角地, 正直地, 公平地, 坚定地//v.使成方形, 弄平, 使直, 与...一致, 符合, 自乘, 结算"
square kilometres,[],千米(平方公里)
squid,[skwid],"n.鱿鱼, 钓乌贼的钓钩, 反潜艇发射装置"
squirrel,[5skwirEl],n.松鼠//v.贮藏
stage,[steidV],"n.舞台, 戏剧, 活动场所, 发展的进程, 阶段或时期, 驿站//vt.上演, 筹备, 举行"
stair,[stZE],"n.(阶梯的某)一级, 楼梯"
stamp,[stAmp],"n.邮票, 印花, 印, 图章, 标志, 印记, 跺脚, 顿足//v.跺(脚), 顿(足), 压印"
stand,[stAnd],"n.停止, 抵抗的状态, 立场, 立足点, 看台, 架子, 台//v.站, 立, 站起, (使)竖立, (使)位于, 维持不变, 持久, 经受"
stand for,[],"v.代表, 代替, 象征, 支持, 做...的候选人"
standard,[5stAndEd],"n.旗, 军旗, 标准, 规格, 本位//adj.标准的, 权威, 第一流的"
standing room,[],n.站立的空间//只容站立的地方
star,[stB:],"n.星, 恒星, 明星, 名角"
stare,[steE(r)) 凝视; 盯着看],"v.(～ at) 凝视, 盯着看"
stare at,[],"v.凝视, 盯住"
start,[stB:t],"n.动身, 出发点, 开始, 惊起, 惊跳, 赛跑的先跑权, 优先地位//v.出发, 起程, 开始, 着手, 惊动, 惊起, 起动, 发动"
start doing sth.,[],开始做某事
start to do sth.,[],开始做某事
starvation,[stB:5veiFEn],"n.饥饿, 饿死"
starve,[stB:v],vt.使饿死//vi.饿得要死
state,[steit],"n.情形, 状态, 国家, 政府, 州//adj.国家的, 国有的, 国营的, 州的, 正式的, 典礼用的//vt.声明, 陈述, 规定"
station,[5steiFEn],"n.位置, 岗位, 地位, 身份, ...局, ...站//vt.驻扎, 配置"
stay,[stei],"n.逗留, 延缓, 中止, 支柱//v.在, 暂住, 坚持, 止住, 抑制, 延缓, 停(下)定"
stay up,[],v.不睡觉
steadily,[5stedili],"adv.稳定地, 有规则地"
steady,[5stedi],"adj.稳固的, 稳定的, 坚定的, 扎实的, 坚定不移的//v.(使)稳定, (使)稳固"
steal,[sti:l],"v.偷, 窃取, 偷窃, 偷盗"
steam,[sti:m],"n.蒸汽, 水汽//vi.蒸发//vt.蒸"
steel,[sti:l],"n.钢, 钢铁"
steep,[sti:p],"adj.陡峭的, 险峻的, 急剧升降的, 不合理的//n.悬崖, 峭壁, 浸渍, 浸渍液//v.浸, 泡, 沉浸"
step,[step],"n.脚步, 步幅, 步调, 步伐, 步骤, 措施, 梯级, 台阶//v.走, 举步, 移步, 踏//产品数据转换规范"
step-mother,[],*n.继母
stick,[stik],"n.棍, 棒, 手杖//v.粘住, 粘贴//vt.刺, 戳"
stick to,[],v.粘住
still,[stil],"n.寂静, 剧照, 照片//adj.静止的, 静寂的//adv.还, 仍, 更, 还要, 尽管如此, 依然//静止画面,静态图片"
stomach,[5stQmEk],"n.胃, 胃口, 胃部//v.容忍"
stone,[stEun],"n.石, 石头, 宝石"
stop,[stCp],"n.停止, 车站, 逗留, 障碍, 风琴的音栓, 填塞//vi.停止, 被塞住//vt.塞住, 堵塞, 阻止, 击落, 断绝, 终止, 难倒"
stop doing sth.,[],停止做某事
stop sb. from doing sth.,[],阻止某人做某事
stop to do sth.,[],停止某事而去做另一件事
stopwatch,[5stCpwCtF],"n.(赛跑时用的)秒表, 跑表, 停表, 马表"
storage,[5stCridV],"n.贮藏(量), 贮藏库, 存储"
store,[stC:; stCE],"vt.贮藏, 贮备, 存储//n.商店, 店铺, 贮藏, 贮备"
storm,[stC:m],"n.暴风雨, 暴风雪//v.狂怒咆哮//abbr.[军] Sensor,Tank,Off-Route Mine, 路外反坦克雷传感器"
story,[5stC:ri],"n.故事, 小说, 传说, 事迹, 经历, 假话, 谎话"
straight,[streit],"adj.直的, 诚实的, 正直的, 率直的, 整齐的//adv.直, 直接, 一直"
strait,[streit],"adj.艰难的, 苦恼的, 窘迫的//n.地峡, [straits] 海峡"
strange,[streindV],"adj.陌生的, 生疏的, 前所未知的, 奇怪的, 奇异的, 不惯的"
stranger,[5streindVE],"n.陌生人, 门外汉"
street,[stri:t],"n.街, 街道"
streetcar,[5stri:tkB:],n.路面电车
strength,[streNW],"n.力, 力量, 力气, 实力, 兵力, 浓度"
strengthen,[5streNWEn],"v.加强, 巩固"
strict,[strikt],"adj.(～ with) 严格的, 严厉的, 严谨的, 精确的"
strike,[straik],"n.罢工, 打击, 殴打//vt.打, 撞击, 冲击, 罢工, 打动, 划燃, 到达, 侵袭//vi.打, 打击, 罢工, 抓, 敲, 搏动, 打动, 穿透"
strong,[strCN],"adj.强, 强壮的, 坚固的, 浓的, 强烈的, 强大的, 强的, 强硬的"
struggle,[5strQgl],"n.竞争, 努力, 奋斗//vi.努力, 奋斗, 挣扎//vt.尽力使得, 使劲移动"
struggle against,[],*同…作斗争
struggle to one's feet,[],*挣扎着站起来
student,[5stju:dEnt],"n.(大小学校的)学生, 研究者, 学者"
studio,[5stju:diEu],"n.画室, 照相室, 工作室, (无线电或电视节目的)演播室, (制作电影的)摄影棚, (电影公司的)摄影场"
study,[5stQdi],"n.学习, 研究, 学科, 试作, 论文, 求学, 努力, 书房//vt.学习, 攻读, 研究, 考虑, 计划//vi.学习, 试图"
stupid,[5stju:pid],"adj.愚蠢的, 麻木的, 乏味的"
subject,[5sQbdVikt],"n.题目, 主题, 科目, 学科, 国民, [语法]主语//adj.受他国统治的, 未独立的, 受制于...的, 受...影响的, 以...为条件的//vt.使屈从于...,使隶属"
succeed,[sEk5si:d],"vi.(～ in) 成功//v.继...之后, 继任, 继承, 取得成功"
succeed in,[],在...方面成功
success,[sEk5ses],"n.成功, 成就, 胜利, 发迹, 兴旺"
successful,[sEk5sesful],adj.成功的
such,[sQtF; sEtF],"adj.这样的, 这种, 某一//pron.这样的人(们)或物"
such as,[],"adv.例如...,象这种的"
suck,[sQk],"v.吸, 吮, 吸取"
sudden,[5sQdn],"adj.突然的, 意外的"
suddenly,[5sQdEnli],adv.突然地
suffer,[5sQfE],"vt.遭受, 经历, 忍受//vi.受痛苦, 受损害"
suffer from,[],"v.忍受, 遭受"
sugar,[5FugE],"n.糖, 食糖"
suggest,[sE5dVest],"vt.建议, 提出, 使想起, 暗示"
suggestion,[sE5dVestFEn],"n.提议, 意见, 暗示, 微量"
suit,[sju:t],"v.合适, 适合, 相配, 合式, 适宜于//n.一套衣服"
suit...to,[],*使适合；使适应
suitable,[5sju:tEbl],"adj.适当的, 相配的"
suitcase,[5sju:tkeis],"n.手提箱, 衣箱"
summary,[5sQmEri],"n.摘要, 概要"
summer,[5sQmE],"n.夏季//vi.避暑, 过夏天//adj.夏季的, 在夏季的"
sun,[sQn],"n.太阳, 阳光, 恒星//vt.晒//n.(Sun) 星期天(=Sunday)//美国Sun公司，主要生产SUN系列工作站和网络产品, 是JAVA语言的创始者"
sunburnt,[5sQnbE:nt],"adj.起晒斑的, 晒黑的//vbl.sunburn过去式及过去分词"
sunglasses,[],n. 太阳镜；墨镜
sunrise,[5sQnraiz],n.日出
sunshine,[5sQnFain],n.阳光
supermarket,[5sju:pE7mB:kit],n.超级市场
supper,[5sQpE],n.晚餐
supply,[sE5plai],"n.补给, 供给, 供应品//vt.补给, 供给, 提供, 补充, 代理//vi.替代他人职务"
support,[sE5pC:t],"vt.支撑, 扶持, 支持, 支援, 拥护, 维持, 赡养, 忍受//n.支撑, 支持, 支援, 维持, 赡养, 支持者, 支柱"
suppose,[sE5pEuz],"vt.推想, 假设, 猜想//vi.料想//conj.假使...结果会怎样"
sure,[FuE],"adj.对....有把握, 确信某事, 稳当的, 可靠的//adv.的确, 当然"
surface,[5sE:fis],"n.表面, 外表, 水面//adj.表面的, 肤浅的"
surprise,[sE5praiz],"n.惊奇, 诧异, 惊人之事, 奇袭//vt.使惊奇, 奇袭//adj.令人惊讶的"
surprisingly,[],adv.令人惊讶地
surround,[sE5raund],"vt.包围, 环境//v.围绕"
surrounding,[sE5raundiN],"n.围绕物, 环境//adj.周围的"
swallow,[5swClEu],"n.[鸟]燕子, 吞咽, 喉//vt.咽, 淹没, 吞没, 取消, 忍受, 轻信, 压制, 耗尽//vi.吞下, 咽下"
sweater,[5swetE],"n.厚运动衫, 毛线衫"
sweep,[swi:p],"v.扫, 打扫, 清扫, 席卷, 冲光, 扫过, 掠过"
sweet,[swi:t],"adj.甜的, 可受的, 美好的, 芳香的//n.糖果"
sweet potato,[],甘薯
swift,[swift],"n.[鸟]雨燕, (梳棉机等的)大滚筒//adj.迅速的, 快的, 敏捷的, 立刻的//adv.迅速地, 敏捷地"
swim,[swim],"n.游泳, 漂浮, 潮流, 眼花//adj.游泳时穿戴的vi.游泳, 游, 漂浮, 旋转, 覆盖, 充溢, 眩晕, 浸//vt.游过, 使浮起//adj.游泳时穿戴的"
swing,[swiN],"v.摇摆, 摆动, 回转, 旋转//n.秋千, 摇摆, 摆动"
system,[5sistEm],"n.系统, 体系, 制度, 体制, 秩序, 规律, 方法"
table,[5teibl],"n.桌子, 餐桌, 工作台, 平地层, 石板, 表格//adj.桌子的, 台子的//vt.搁置, 嵌合, 制表"
tail,[teil],"n.尾部, 尾巴, 尾状物, 后部, (常用复数)(硬币)反面辫子, 踪迹, 排的长队, 限定继承权//adj.在后面的, 从后面而来的, 限定继承的, 尾部的, 后面来的, 后部的//vt.为...装尾, 附于其后, 尾随, 跟踪, 使搭牢, 监视, 使架住//vi.成为散乱的行列, 跟踪, 嵌入, 船尾搁浅"
tailor,[5teilE],"n.裁缝//vt.剪裁, 缝制(衣服)～, 适应, 适合//v.制做"
take,[teik],"v.拿, 拿走, 取, 抓, 占领, 获得, 接受, 感受//n.捕获量"
take a boat\a bus,[],坐船\公共汽车
take a look,[],v.注视
take a look at,[],*看一下
take a message for,[],给…捎个信儿
take a photograph(of),[],*照一张(…的)相
take a seat,[],v.坐下
take a taxi,[],*坐出租汽车；打的
take a walk\rest,[],散步\休息
take along,[],*随身带着
take an action,[],*采取行动
take an interest in,[],v.对...感兴趣
take away,[],v.取走
take care of,[],v.照顾
take charge,[],"v.看管, 负责, 不受控制//v.主持"
take down\out\off,[],取下\取出\脱掉衣物
take food\medicine,[],吃食物\药
take it easy,[],"v.从容, 不紧张, 松懈, 轻松"
take on,[],"v.披上, 呈现, 具有, 雇用, 承担, 盛气凌人, 接纳, 流行"
take one's place,[],取代...人
take one's seat,[],v.就座
take part in,[],"v.参与, 参加"
take photos,[],拍照
take place,[],v.发生
take possession of,[],"v.占有, 占领"
take pride in,[],v.以...为傲
take sides (in),[],*站在…一边
take sth. in one's arms,[],抱…
take the place of,[],v.代替
take the train,[],坐火车
take up,[],"v.拿起, 开始从事, 继续, 吸收, 责备, 拘留, 占据, 认购"
take up arms,[],v.拿起武器
take...by surprise,[],*使…吃惊；出奇兵攻占
take...in one's arm,[],*(拥)抱
take\have a rest,[],休息
tale,[teil],"n.故事, 坏话, 流言蜚语, 谣言, 叙述, 传说"
talk,[tC:k],"v.谈话, 讲, 谈论, 议论, 说服某人做某事//n.谈话, 会谈, 讲演, 讲话"
talk about,[],"谈论,议论,讨论"
talk of,[],谈到；说到
tall,[tC:l],"adj.高的, 长的, 夸大的//adv.<俚> 夸大地"
tank,[tANk],"n.(盛液体, 气体的大容器)桶、箱、罐、槽, 池塘, 坦克, 战车, 柜, 储水池//vt.储于槽中, 击败//vi.大量喝酒"
tanker,[5tANkE],n.油轮
tap,[tAp],"n.轻打, 活栓, 水龙头//vt.轻打, 轻敲, 敲打出, 开发, 分接, 使流出, 选择, 攻螺纹于//vi.轻叩, 轻拍, 轻声走//n.<美>(用复数)熄灯号"
tape,[teip; tep],"n.带子, 带, 录音带, 磁带//vt.录音"
tape recorder,[5teiprikC:dE(r)龙头],n.磁带录音机
tape-recording,[],n. 磁带录音
task,[tB:sk],"n.任务, 作业//v.分派任务"
taste,[teist],"v.品尝, 辨味, (of)有 ...味道, 领略//vt.体验, 感到//n.味道, 味觉"
tax,[tAks],"n.税, 税款, 税金//vt.对...征税, 使负重担, 指控, 责备"
taxi,[5tAksi],n.出租汽车//v.乘坐出租汽车
tea,[ti:],"n.茶, 茶树, 茶叶, 茶点//vt.给...沏茶//vi.喝茶, 进茶点"
tea room,[],*茶室
teach,[ti:tF],"v.讲授, 教授"
teacher,[5ti:tFE],n.教师
team,[ti:m],"n.队, 组"
tear,[tiE],"n.破处, 破缝, 泪滴, 眼泪, 扯, 飞奔, 激怒//vi.流泪, 撕破, 猛冲, 飞奔, 被撕破//vt.扯, 撕, 撕破, 戳破, 拉掉, 折磨, 使分裂, 撕掉"
tear down,[],"v.扯下, 拆卸, 逐条驳斥, 诋毁"
technical,[5teknikEl],"adj.技术的, 技术上的, 技巧方面的"
technique,[tek5ni:k],"n.技术, 技巧, 方法, 表演法, 手法"
telegram,[5teligrAm],n.电报
telegraph,[5teligrB:f],"n.电报机, 电报//v.打电报, 发电报, 打电报说"
telephone directory,[],电话号簿
telephone\phone,[],n.电话 v.打电话
television,[5teliviVEn],"n.电视, 电视机, 电机学, 电视广播事业"
tell,[tel],"vt.告诉, 说, 吩咐, 断定, 知道//vi.讲述, 泄密, 告发, 表明, 作证//n.<方>讲的事, 传闻"
tell lies,[],*说谎
temperature,[5tempritFE(r)闻],n.温度
temple,[5templ],"n.庙, 寺, 神殿, 教堂, 礼拜堂, 太阳穴, 鬓角"
ten,[ten],"num.十, 十个"
tennis,[5tenis],"n.网球运动//adj.网球的, 用于网球运动的//vi.打网球"
tens of thousands,[],好几万
tense,[tens],"adj.紧张的, 拉紧的//v.(使)紧张, (使)拉紧//n.[语法]时态"
tent,[tent],n.帐篷
term,[tE:m],"n.学期, 期限, 期间, 条款, 条件, 术语"
terrible,[5terEbl],"adj.很糟的, 极坏的, 可怕的, 骇人的"
test,[test],"n.测试, 试验, 检验//v.测试, 试验, 检验"
text,[tekst],"n.正文, 原文, 课文, 课本"
textbook,[5tekstbuk],"n.教科书, 课本//adj.合乎规范的"
than,[TAn; TEn; Tn],conj.比//prep.与...相比较
thank,[WANk],"vt.感谢, 用于表示强制的要求, 用将来时"
thanks to,[],adv.由于
that,[TAt],"adj.那, 那个//pron.那, 那个//conj.引导从句"
the,[Ti:; Ti; TE; T],art.那
the Magic Castle,[],神秘城堡
the Nobel Prize,[],*诺贝尔奖
the Nobel prize,[],n.诺贝尔奖
the Sleeping Beauty Castle,[],*睡美人城堡
the States,[],*美国
the Union,[],*联邦
the United States,[],美国
the War of Independence,[],*独立战争
the World Service,[],*国际广播
the Young Pioneers,[],少年先锋队
the day after tomorrow,[],adv.后天
the day before yesterday,[],adv.前天
the moment,[],"立刻, 马上// 刚才"
the more...the...,[],*越…越…；愈…愈…
the other day,[],n.前几天
the other(s),[],另一个(其它的)
theatre\theater,[],n.剧场；戏院
their,[TZE; TEr],"pron.他们的, 她们的, 它们的"
theirs,[TZEz],"pron.他们的(所有物), 属于他们的(东西)?n.[语法]时态"
them,[Wem],"pron.[they 的宾格] 他们, 她们, 它们"
themselves,[TEm5selvz],"pron.他们自己, 她们自己, 它们自己, 他们亲自, 她们亲自, 它们亲自"
then,[Ten],"adv.当时, 在那时, 那么, 因而, 然后, 于是"
there,[TZE; TE],adv.在那里
therefore,[5TZEfC:],"adv.因此, 所以"
these,[Ti:z],adj.pron.这些
they,[Tei; Te],"pron.他们, 它们"
thick,[Wik],"adj.厚的, 粗的, 稠的, 浓的//n.最拥挤部份, 活动最多部份, 事物的粗大浓密部份"
thickly,[],adv.厚地//浓地
thief,[Wi:f],"n.小偷, 贼"
thin,[Win],"adj.薄的, 细的, 瘦的, 稀少的, 稀疏的, (液体、气体)稀薄的, 淡的, 空洞的//vt.使变薄, 使变细, 使稀少, 使淡//vi.变薄, 变细, 稀少, 变淡//adv.薄地, 稀疏地, 微弱地//n.细小部分"
thing,[WiN],"n.东西, 物, 所有物, 用品, 事, 事情, 事件,事态"
think,[WiNk],"v.想, 思索, 认为//vt.认为, 以为, 预料"
think about,[],"v.考虑, 回想"
think of,[],"v.考虑, 关心, 想起, 想象, 有...的看法, 记起"
thinking,[5WiNkiN],n.思想
third,[WE:d],"num.第三, 三分之一"
thirst,[WE:st],"n.渴, 口渴, (～ for)渴望, 热望"
thirsty,[5WE:sti],"adj.口渴的, 渴望的, 热望的"
thirteen,[5WE:5ti:n],num.十三
thirty,[5WE:ti],num.三十
this,[Tis],"adj.这, 这个, 今, 本//pron.这, 这个"
those,[TEuz],adj.pron.那些
though,[TEu; TE],"adv.虽然, 可是//conj.虽然, 尽管"
thought,[WC:t],"n.思考, 想法, 思想, 思潮, 关心, 关怀, 挂念//vbl.think的过去式和过去分词"
thousand,[5WauzEnd],"num.一千, 一千个//n.许多, 无数"
thousands of,[],数千的
thread,[Wred],"n.线, 细丝, 线索, 思路, 螺纹"
three,[Wri:],num.三
throat,[WrEut],"n.咽喉, 喉咙, 嗓音, 窄路, 口子//vt.用喉音说, 开沟于"
through,[Wru:],"prep.穿过, 通过, 从开始到结束, 经由, 以//adv.从头到尾, 自始至终, 直达地, 彻底, 完全//adj.直达的, 直通的"
throughout,[Wru(:)5aut],"prep.遍及, 贯穿//adv.到处, 始终, 全部"
throw,[WrEu],"n.投, 掷//v.扔, 抛, (指马)把骑者摔在地上, 使苦恼, 惊忧, 投掷"
throw at,[],向…扔去
throw away,[],"v.扔掉, 丢弃"
throw up,[],"v.呕吐, 猛地举起, 放弃, 产生, 使显眼"
thus,[TQs],"adv.因而, 从而, 这样, 如此"
ticket,[5tikit],"n.票, 入场券"
